creator,genre,topic_id,n,share,label,political
@TheRealTabithaSpeaks,streams,185,1,0.25,Behind the scenes streaming,False
@TheRealTabithaSpeaks,streams,204,1,0.25,Political Talk Show Drama,True
@TheRealTabithaSpeaks,videos,1,27,0.059734513274336286,Shocking Events and Reactions,True
@TheRealTabithaSpeaks,videos,3,1,0.0022123893805309734,ICE Protests and Shootings,True
@TheRealTabithaSpeaks,videos,5,2,0.004424778761061947,Trump Supreme Court Legal Issues,True
@TheRealTabithaSpeaks,videos,6,2,0.004424778761061947,Trump and China political relations,True
@TheRealTabithaSpeaks,videos,11,4,0.008849557522123894,Hollywood and Oscars Politics,True
@TheRealTabithaSpeaks,videos,12,1,0.0022123893805309734,Canada-US Political Tensions,True
@TheRealTabithaSpeaks,videos,13,6,0.01327433628318584,Modern Women and Feminism Debate,True
@TheRealTabithaSpeaks,videos,15,3,0.00663716814159292,Charlie Kirk murder trial,True
@TheRealTabithaSpeaks,videos,16,3,0.00663716814159292,California Election Fraud Scandal,True
@TheRealTabithaSpeaks,videos,17,5,0.011061946902654867,2026 Midterm Election Predictions,True
@TheRealTabithaSpeaks,videos,18,3,0.00663716814159292,Lindsay Clancy Murder Trial,False
@TheRealTabithaSpeaks,videos,19,6,0.01327433628318584,America's 250th Anniversary and Founding History,True
@TheRealTabithaSpeaks,videos,20,1,0.0022123893805309734,Indian Politics and Parliament,True
@TheRealTabithaSpeaks,videos,22,2,0.004424778761061947,Christian Nationalism and Politics,True
@TheRealTabithaSpeaks,videos,23,1,0.0022123893805309734,Tucker Carlson Political Commentary,True
@TheRealTabithaSpeaks,videos,25,4,0.008849557522123894,Immigration and Deportation Policies,True
@TheRealTabithaSpeaks,videos,26,3,0.00663716814159292,White House Correspondents Dinner Shooting,True
@TheRealTabithaSpeaks,videos,29,3,0.00663716814159292,Cuba-US Political Tensions,True
@TheRealTabithaSpeaks,videos,30,1,0.0022123893805309734,Pam Bondi and Epstein Files Scandal,True
@TheRealTabithaSpeaks,videos,31,8,0.017699115044247787,Candace Owens and Erika Kirk Controversy,True
@TheRealTabithaSpeaks,videos,33,3,0.00663716814159292,Elon Musk and Political Influence,True
@TheRealTabithaSpeaks,videos,34,6,0.01327433628318584,Fox News and Trump on Air Conflicts,True
@TheRealTabithaSpeaks,videos,35,5,0.011061946902654867,Lindsey Graham's Funeral and Legacy,True
@TheRealTabithaSpeaks,videos,36,3,0.00663716814159292,JD Vance and Trump Political Conflict,True
@TheRealTabithaSpeaks,videos,37,2,0.004424778761061947,Islam and Political Discourse,True
@TheRealTabithaSpeaks,videos,39,3,0.00663716814159292,Trump and Rising Energy Prices,True
@TheRealTabithaSpeaks,videos,40,2,0.004424778761061947,Trump's speeches and events,True
@TheRealTabithaSpeaks,videos,41,2,0.004424778761061947,Big Pharma and Health Scams,True
@TheRealTabithaSpeaks,videos,42,3,0.00663716814159292,War and Military Analysis,True
@TheRealTabithaSpeaks,videos,43,14,0.030973451327433628,Trump slush fund scandal,True
@TheRealTabithaSpeaks,videos,44,4,0.008849557522123894,Trump State of the Union Address,True
@TheRealTabithaSpeaks,videos,45,2,0.004424778761061947,Kristi Noem Firing by Trump,True
@TheRealTabithaSpeaks,videos,46,6,0.01327433628318584,MAGA Movement Decline,True
@TheRealTabithaSpeaks,videos,48,3,0.00663716814159292,Hasanabi Reacts to Hasan,True
@TheRealTabithaSpeaks,videos,49,37,0.08185840707964602,Race and Politics in Media,True
@TheRealTabithaSpeaks,videos,50,6,0.01327433628318584,Texas Senate race and political figures,True
@TheRealTabithaSpeaks,videos,51,2,0.004424778761061947,Minneapolis political unrest and federal response,True
@TheRealTabithaSpeaks,videos,53,1,0.0022123893805309734,Graham Platner Senate Race Allegations,True
@TheRealTabithaSpeaks,videos,54,1,0.0022123893805309734,Destiny and Ethan Klein debates,False
@TheRealTabithaSpeaks,videos,57,3,0.00663716814159292,Supreme Court and Birthright Citizenship,True
@TheRealTabithaSpeaks,videos,58,2,0.004424778761061947,Somali fraud scandal in Minnesota,True
@TheRealTabithaSpeaks,videos,60,4,0.008849557522123894,Trump's War and Draft,True
@TheRealTabithaSpeaks,videos,62,1,0.0022123893805309734,Trump Resignation and Leaks,True
@TheRealTabithaSpeaks,videos,63,2,0.004424778761061947,Don Lemon Arrested,True
@TheRealTabithaSpeaks,videos,64,1,0.0022123893805309734,Transgender Rights and Politics,True
@TheRealTabithaSpeaks,videos,67,1,0.0022123893805309734,Trump's Economic Impact,True
@TheRealTabithaSpeaks,videos,69,7,0.015486725663716814,Virginia redistricting and gerrymandering,True
@TheRealTabithaSpeaks,videos,72,1,0.0022123893805309734,Trump and FIFA World Cup controversy,True
@TheRealTabithaSpeaks,videos,73,7,0.015486725663716814,Left Wing Political Violence,True
@TheRealTabithaSpeaks,videos,74,11,0.024336283185840708,2026 US Primary Elections,True
@TheRealTabithaSpeaks,videos,76,1,0.0022123893805309734,Nolan Wells Investigation,False
@TheRealTabithaSpeaks,videos,78,2,0.004424778761061947,Covid Vaccine Controversy,True
@TheRealTabithaSpeaks,videos,80,18,0.03982300884955752,Black Voting Rights and Political Representation,True
@TheRealTabithaSpeaks,videos,81,2,0.004424778761061947,Karoline Leavitt White House Press Briefing,True
@TheRealTabithaSpeaks,videos,84,1,0.0022123893805309734,Ilhan Omar Criminal Investigation,True
@TheRealTabithaSpeaks,videos,85,1,0.0022123893805309734,Political Media and Trump Controversies,True
@TheRealTabithaSpeaks,videos,86,2,0.004424778761061947,Sneako and Political Interviews,True
@TheRealTabithaSpeaks,videos,87,2,0.004424778761061947,California fraud investigation,True
@TheRealTabithaSpeaks,videos,88,1,0.0022123893805309734,DHS Funding Shutdown Debate,True
@TheRealTabithaSpeaks,videos,89,1,0.0022123893805309734,Kash Patel and FBI Controversies,True
@TheRealTabithaSpeaks,videos,90,5,0.011061946902654867,Marc Lamont Hill and Joe Budden Podcast Controversy,True
@TheRealTabithaSpeaks,videos,91,1,0.0022123893805309734,Trump and NATO Relations,True
@TheRealTabithaSpeaks,videos,93,1,0.0022123893805309734,Olympics and Team USA Politics,True
@TheRealTabithaSpeaks,videos,94,3,0.00663716814159292,Abdul El-Sayed Senate Primary Victory,True
@TheRealTabithaSpeaks,videos,95,2,0.004424778761061947,Tech Business and Startups,False
@TheRealTabithaSpeaks,videos,96,2,0.004424778761061947,Supreme Court and Trump Tariffs,True
@TheRealTabithaSpeaks,videos,97,2,0.004424778761061947,Healthcare Affordability and Policy,True
@TheRealTabithaSpeaks,videos,98,2,0.004424778761061947,JLP Weekly Series,False
@TheRealTabithaSpeaks,videos,99,1,0.0022123893805309734,Abortion and Pregnancy Policies,True
@TheRealTabithaSpeaks,videos,101,1,0.0022123893805309734,Trump UFC White House Event,True
@TheRealTabithaSpeaks,videos,102,2,0.004424778761061947,Political Media Figures,True
@TheRealTabithaSpeaks,videos,103,3,0.00663716814159292,Hunter Biden and Joe Biden controversies,True
@TheRealTabithaSpeaks,videos,104,1,0.0022123893805309734,MAGA Supporters and Arguments,True
@TheRealTabithaSpeaks,videos,106,9,0.01991150442477876,Hasan Piker and Political Smear Campaigns,True
@TheRealTabithaSpeaks,videos,108,2,0.004424778761061947,Trump Reflecting Pool Scandal,True
@TheRealTabithaSpeaks,videos,109,1,0.0022123893805309734,FBA and African Refugee Issues,True
@TheRealTabithaSpeaks,videos,113,1,0.0022123893805309734,Trump's Health Concerns,True
@TheRealTabithaSpeaks,videos,114,3,0.00663716814159292,Education and Schools in Political Context,True
@TheRealTabithaSpeaks,videos,116,2,0.004424778761061947,TikTok Censorship and Politics,True
@TheRealTabithaSpeaks,videos,117,4,0.008849557522123894,SAVE Act and Senate Debate,True
@TheRealTabithaSpeaks,videos,120,3,0.00663716814159292,Hakeem Jeffries News Conferences,True
@TheRealTabithaSpeaks,videos,121,1,0.0022123893805309734,Rev Jesse Jackson and Civil Rights Legacy,True
@TheRealTabithaSpeaks,videos,123,4,0.008849557522123894,Wealth Tax and Billionaires,True
@TheRealTabithaSpeaks,videos,125,1,0.0022123893805309734,Walmart Shoplifting and Police Incidents,False
@TheRealTabithaSpeaks,videos,126,4,0.008849557522123894,Erika Kirk Controversy,True
@TheRealTabithaSpeaks,videos,127,9,0.01991150442477876,Melania Trump Conspiracy Theories,True
@TheRealTabithaSpeaks,videos,129,2,0.004424778761061947,Megyn Kelly and Political Media,True
@TheRealTabithaSpeaks,videos,136,1,0.0022123893805309734,Trump Midterm Election Rigging,True
@TheRealTabithaSpeaks,videos,137,3,0.00663716814159292,Mitch McConnell Health Rumors,True
@TheRealTabithaSpeaks,videos,140,2,0.004424778761061947,Crypto and Politics Scandal,True
@TheRealTabithaSpeaks,videos,141,1,0.0022123893805309734,Homelessness and Socialist Mayors in US Cities,True
@TheRealTabithaSpeaks,videos,143,2,0.004424778761061947,RFK Jr. testifies on HHS and Senate,True
@TheRealTabithaSpeaks,videos,145,2,0.004424778761061947,Trump Ballroom Construction Controversy,True
@TheRealTabithaSpeaks,videos,146,1,0.0022123893805309734,Sudan Civil War and Africa Politics,True
@TheRealTabithaSpeaks,videos,147,5,0.011061946902654867,SPLC Indictment and Hate Groups,True
@TheRealTabithaSpeaks,videos,148,1,0.0022123893805309734,2026 World Cup,False
@TheRealTabithaSpeaks,videos,150,3,0.00663716814159292,Super Bowl Halftime Show Controversy,True
@TheRealTabithaSpeaks,videos,153,1,0.0022123893805309734,Members Only Show,True
@TheRealTabithaSpeaks,videos,156,18,0.03982300884955752,Kamala Harris 2028 Election Speculation,True
@TheRealTabithaSpeaks,videos,161,3,0.00663716814159292,Tulsi Gabbard Resignation and Controversies,True
@TheRealTabithaSpeaks,videos,162,2,0.004424778761061947,Eric Swalwell Allegations and Resignation,True
@TheRealTabithaSpeaks,videos,163,1,0.0022123893805309734,Trump's Mental Health Decline,True
@TheRealTabithaSpeaks,videos,164,1,0.0022123893805309734,Winter Storm Impact on US,False
@TheRealTabithaSpeaks,videos,166,2,0.004424778761061947,Thomas Massie political defeat,True
@TheRealTabithaSpeaks,videos,167,4,0.008849557522123894,Stephen Miller and Trump Scandal,True
@TheRealTabithaSpeaks,videos,169,1,0.0022123893805309734,Rob Reiner murder and political backlash,True
@TheRealTabithaSpeaks,videos,171,1,0.0022123893805309734,Andrew Tate Arrest and Legal Issues,True
@TheRealTabithaSpeaks,videos,172,1,0.0022123893805309734,G7 Summit and Macron-Trump Bilateral Meetings,True
@TheRealTabithaSpeaks,videos,173,1,0.0022123893805309734,Hantavirus outbreak on cruise ship,False
@TheRealTabithaSpeaks,videos,178,3,0.00663716814159292,CNN and Political Conflict,True
@TheRealTabithaSpeaks,videos,179,3,0.00663716814159292,Trump feud with Pope Leo,True
@TheRealTabithaSpeaks,videos,180,2,0.004424778761061947,Trump and American Farmers,True
@TheRealTabithaSpeaks,videos,185,2,0.004424778761061947,Behind the scenes streaming,False
@TheRealTabithaSpeaks,videos,187,1,0.0022123893805309734,Comedy and Cultural Debate,True
@TheRealTabithaSpeaks,videos,191,2,0.004424778761061947,Political Commentary and Interviews,True
@TheRealTabithaSpeaks,videos,192,1,0.0022123893805309734,Christmas and Trump,True
@TheRealTabithaSpeaks,videos,193,2,0.004424778761061947,DSA and Democratic Party Conflict,True
@TheRealTabithaSpeaks,videos,194,1,0.0022123893805309734,Medal of Honor Ceremonies,True
@TheRealTabithaSpeaks,videos,195,3,0.00663716814159292,Trump and Natalie Harp Connection,True
@TheRealTabithaSpeaks,videos,197,1,0.0022123893805309734,Marijuana Policy and Politics,True
@TheRealTabithaSpeaks,videos,202,5,0.011061946902654867,Save American Democracy,True
@TheRealTabithaSpeaks,videos,204,4,0.008849557522123894,Political Talk Show Drama,True
@TheRealTabithaSpeaks,videos,205,2,0.004424778761061947,Nick Fuentes and Political Controversies,True
@TheRealTabithaSpeaks,videos,206,2,0.004424778761061947,FBI and Jan 6 Pipe Bomb Case,True
@TheRealTabithaSpeaks,videos,209,1,0.0022123893805309734,Social Media and Teen Addiction Lawsuits,True
@TheRealTabithaSpeaks,videos,214,1,0.0022123893805309734,John Fetterman and Democratic Party Issues,True
@TheRealTabithaSpeaks,videos,217,4,0.008849557522123894,Trump's Unwise Actions and Mistakes,True
@TheRealTabithaSpeaks,videos,219,1,0.0022123893805309734,Trump signing executive orders,True
@TheRealTabithaSpeaks,videos,220,1,0.0022123893805309734,British Islamophobia and Political Tensions,True
@TheRealTabithaSpeaks,videos,221,2,0.004424778761061947,Dolly Parton Tribute and Legacy,False
@TheRealTabithaSpeaks,videos,223,1,0.0022123893805309734,Yearly Predictions and Reviews,False
@TheRealTabithaSpeaks,videos,224,2,0.004424778761061947,Political Media Broadcasters,True
@TheRealTabithaSpeaks,videos,227,9,0.01991150442477876,Fast Food and Political Issues,True
@TheRealTabithaSpeaks,videos,230,2,0.004424778761061947,Marjorie Taylor Greene Exposes Trump,True
@TheRealTabithaSpeaks,videos,232,2,0.004424778761061947,Political Conferences and Festivals 2026,True
@TheRealTabithaSpeaks,videos,235,1,0.0022123893805309734,Kennedy Center and Trump Name Removal,True
@TheSerfTimes,streams,2,3,0.02912621359223301,Israel-Palestine Conflict Media,True
@TheSerfTimes,streams,3,1,0.009708737864077669,ICE Protests and Shootings,True
@TheSerfTimes,streams,7,1,0.009708737864077669,Trump vs Maduro Venezuela Conflict,True
@TheSerfTimes,streams,8,9,0.08737864077669903,Epstein Files Political Connections,True
@TheSerfTimes,streams,9,2,0.019417475728155338,AI and Political Concerns,True
@TheSerfTimes,streams,11,1,0.009708737864077669,Hollywood and Oscars Politics,True
@TheSerfTimes,streams,12,9,0.08737864077669903,Canada-US Political Tensions,True
@TheSerfTimes,streams,15,2,0.019417475728155338,Charlie Kirk murder trial,True
@TheSerfTimes,streams,21,1,0.009708737864077669,Trump and Epstein Files Scandal,True
@TheSerfTimes,streams,23,2,0.019417475728155338,Tucker Carlson Political Commentary,True
@TheSerfTimes,streams,26,1,0.009708737864077669,White House Correspondents Dinner Shooting,True
@TheSerfTimes,streams,27,2,0.019417475728155338,Trump and Greenland politics,True
@TheSerfTimes,streams,29,2,0.019417475728155338,Cuba-US Political Tensions,True
@TheSerfTimes,streams,31,5,0.04854368932038835,Candace Owens and Erika Kirk Controversy,True
@TheSerfTimes,streams,33,3,0.02912621359223301,Elon Musk and Political Influence,True
@TheSerfTimes,streams,36,1,0.009708737864077669,JD Vance and Trump Political Conflict,True
@TheSerfTimes,streams,45,1,0.009708737864077669,Kristi Noem Firing by Trump,True
@TheSerfTimes,streams,48,2,0.019417475728155338,Hasanabi Reacts to Hasan,True
@TheSerfTimes,streams,53,1,0.009708737864077669,Graham Platner Senate Race Allegations,True
@TheSerfTimes,streams,54,2,0.019417475728155338,Destiny and Ethan Klein debates,False
@TheSerfTimes,streams,58,1,0.009708737864077669,Somali fraud scandal in Minnesota,True
@TheSerfTimes,streams,59,9,0.08737864077669903,Iran Conflict and Political Updates,True
@TheSerfTimes,streams,60,1,0.009708737864077669,Trump's War and Draft,True
@TheSerfTimes,streams,64,1,0.009708737864077669,Transgender Rights and Politics,True
@TheSerfTimes,streams,73,1,0.009708737864077669,Left Wing Political Violence,True
@TheSerfTimes,streams,84,1,0.009708737864077669,Ilhan Omar Criminal Investigation,True
@TheSerfTimes,streams,86,1,0.009708737864077669,Sneako and Political Interviews,True
@TheSerfTimes,streams,89,1,0.009708737864077669,Kash Patel and FBI Controversies,True
@TheSerfTimes,streams,90,1,0.009708737864077669,Marc Lamont Hill and Joe Budden Podcast Controversy,True
@TheSerfTimes,streams,92,5,0.04854368932038835,Joe Rogan and Trump Political Discussions,True
@TheSerfTimes,streams,94,1,0.009708737864077669,Abdul El-Sayed Senate Primary Victory,True
@TheSerfTimes,streams,100,1,0.009708737864077669,Media and Journalism Critique,True
@TheSerfTimes,streams,106,5,0.04854368932038835,Hasan Piker and Political Smear Campaigns,True
@TheSerfTimes,streams,116,1,0.009708737864077669,TikTok Censorship and Politics,True
@TheSerfTimes,streams,125,1,0.009708737864077669,Walmart Shoplifting and Police Incidents,False
@TheSerfTimes,streams,126,1,0.009708737864077669,Erika Kirk Controversy,True
@TheSerfTimes,streams,127,1,0.009708737864077669,Melania Trump Conspiracy Theories,True
@TheSerfTimes,streams,129,1,0.009708737864077669,Megyn Kelly and Political Media,True
@TheSerfTimes,streams,147,1,0.009708737864077669,SPLC Indictment and Hate Groups,True
@TheSerfTimes,streams,155,1,0.009708737864077669,Ben Shapiro and Political Commentary,True
@TheSerfTimes,streams,175,1,0.009708737864077669,Asmongold controversy and bans,False
@TheSerfTimes,streams,177,2,0.019417475728155338,Alex Jones and InfoWars political controversy,True
@TheSerfTimes,streams,187,2,0.019417475728155338,Comedy and Cultural Debate,True
@TheSerfTimes,streams,191,3,0.02912621359223301,Political Commentary and Interviews,True
@TheSerfTimes,streams,209,1,0.009708737864077669,Social Media and Teen Addiction Lawsuits,True
@TheSerfTimes,streams,215,1,0.009708737864077669,Dan Bongino's Political Outbursts,True
@TheSerfTimes,streams,222,1,0.009708737864077669,Political Podcasts and Influencers,True
@TheSerfTimes,streams,233,4,0.038834951456310676,MMA and Combat Sports,False
@TheSerfTimes,streams,234,1,0.009708737864077669,Antifa and Political Violence,True
@TheSerfTimes,videos,1,2,0.008097165991902834,Shocking Events and Reactions,True
@TheSerfTimes,videos,2,4,0.016194331983805668,Israel-Palestine Conflict Media,True
@TheSerfTimes,videos,3,1,0.004048582995951417,ICE Protests and Shootings,True
@TheSerfTimes,videos,7,3,0.012145748987854251,Trump vs Maduro Venezuela Conflict,True
@TheSerfTimes,videos,8,8,0.032388663967611336,Epstein Files Political Connections,True
@TheSerfTimes,videos,9,9,0.03643724696356275,AI and Political Concerns,True
@TheSerfTimes,videos,11,8,0.032388663967611336,Hollywood and Oscars Politics,True
@TheSerfTimes,videos,12,7,0.02834008097165992,Canada-US Political Tensions,True
@TheSerfTimes,videos,13,4,0.016194331983805668,Modern Women and Feminism Debate,True
@TheSerfTimes,videos,15,2,0.008097165991902834,Charlie Kirk murder trial,True
@TheSerfTimes,videos,18,1,0.004048582995951417,Lindsay Clancy Murder Trial,False
@TheSerfTimes,videos,21,2,0.008097165991902834,Trump and Epstein Files Scandal,True
@TheSerfTimes,videos,22,1,0.004048582995951417,Christian Nationalism and Politics,True
@TheSerfTimes,videos,23,2,0.008097165991902834,Tucker Carlson Political Commentary,True
@TheSerfTimes,videos,26,2,0.008097165991902834,White House Correspondents Dinner Shooting,True
@TheSerfTimes,videos,29,1,0.004048582995951417,Cuba-US Political Tensions,True
@TheSerfTimes,videos,31,10,0.04048582995951417,Candace Owens and Erika Kirk Controversy,True
@TheSerfTimes,videos,33,6,0.024291497975708502,Elon Musk and Political Influence,True
@TheSerfTimes,videos,35,1,0.004048582995951417,Lindsey Graham's Funeral and Legacy,True
@TheSerfTimes,videos,36,1,0.004048582995951417,JD Vance and Trump Political Conflict,True
@TheSerfTimes,videos,39,1,0.004048582995951417,Trump and Rising Energy Prices,True
@TheSerfTimes,videos,42,3,0.012145748987854251,War and Military Analysis,True
@TheSerfTimes,videos,45,1,0.004048582995951417,Kristi Noem Firing by Trump,True
@TheSerfTimes,videos,46,1,0.004048582995951417,MAGA Movement Decline,True
@TheSerfTimes,videos,47,1,0.004048582995951417,UFO Government Disclosure,True
@TheSerfTimes,videos,48,9,0.03643724696356275,Hasanabi Reacts to Hasan,True
@TheSerfTimes,videos,49,4,0.016194331983805668,Race and Politics in Media,True
@TheSerfTimes,videos,53,4,0.016194331983805668,Graham Platner Senate Race Allegations,True
@TheSerfTimes,videos,54,15,0.06072874493927125,Destiny and Ethan Klein debates,False
@TheSerfTimes,videos,55,1,0.004048582995951417,UK politics and Reform UK,True
@TheSerfTimes,videos,58,1,0.004048582995951417,Somali fraud scandal in Minnesota,True
@TheSerfTimes,videos,60,1,0.004048582995951417,Trump's War and Draft,True
@TheSerfTimes,videos,62,1,0.004048582995951417,Trump Resignation and Leaks,True
@TheSerfTimes,videos,64,4,0.016194331983805668,Transgender Rights and Politics,True
@TheSerfTimes,videos,73,4,0.016194331983805668,Left Wing Political Violence,True
@TheSerfTimes,videos,75,1,0.004048582995951417,Brown University Mass Shooting,False
@TheSerfTimes,videos,79,1,0.004048582995951417,Brian Shapiro vs MAGA Callers Debate,True
@TheSerfTimes,videos,80,2,0.008097165991902834,Black Voting Rights and Political Representation,True
@TheSerfTimes,videos,82,2,0.008097165991902834,Wildfires and Firefighters Response,False
@TheSerfTimes,videos,84,1,0.004048582995951417,Ilhan Omar Criminal Investigation,True
@TheSerfTimes,videos,86,4,0.016194331983805668,Sneako and Political Interviews,True
@TheSerfTimes,videos,87,1,0.004048582995951417,California fraud investigation,True
@TheSerfTimes,videos,89,1,0.004048582995951417,Kash Patel and FBI Controversies,True
@TheSerfTimes,videos,92,11,0.044534412955465584,Joe Rogan and Trump Political Discussions,True
@TheSerfTimes,videos,94,1,0.004048582995951417,Abdul El-Sayed Senate Primary Victory,True
@TheSerfTimes,videos,95,1,0.004048582995951417,Tech Business and Startups,False
@TheSerfTimes,videos,98,2,0.008097165991902834,JLP Weekly Series,False
@TheSerfTimes,videos,99,2,0.008097165991902834,Abortion and Pregnancy Policies,True
@TheSerfTimes,videos,100,1,0.004048582995951417,Media and Journalism Critique,True
@TheSerfTimes,videos,102,5,0.020242914979757085,Political Media Figures,True
@TheSerfTimes,videos,103,1,0.004048582995951417,Hunter Biden and Joe Biden controversies,True
@TheSerfTimes,videos,109,1,0.004048582995951417,FBA and African Refugee Issues,True
@TheSerfTimes,videos,110,1,0.004048582995951417,Tim Walz and Minnesota Fraud Scandal,True
@TheSerfTimes,videos,112,1,0.004048582995951417,WNBA and Sophie Cunningham controversy,True
@TheSerfTimes,videos,114,2,0.008097165991902834,Education and Schools in Political Context,True
@TheSerfTimes,videos,116,4,0.016194331983805668,TikTok Censorship and Politics,True
@TheSerfTimes,videos,121,1,0.004048582995951417,Rev Jesse Jackson and Civil Rights Legacy,True
@TheSerfTimes,videos,123,3,0.012145748987854251,Wealth Tax and Billionaires,True
@TheSerfTimes,videos,124,1,0.004048582995951417,JD Vance and Iran negotiations,True
@TheSerfTimes,videos,125,2,0.008097165991902834,Walmart Shoplifting and Police Incidents,False
@TheSerfTimes,videos,126,2,0.008097165991902834,Erika Kirk Controversy,True
@TheSerfTimes,videos,127,1,0.004048582995951417,Melania Trump Conspiracy Theories,True
@TheSerfTimes,videos,128,1,0.004048582995951417,Gen Z and Boomers Political Apathy,True
@TheSerfTimes,videos,129,2,0.008097165991902834,Megyn Kelly and Political Media,True
@TheSerfTimes,videos,130,1,0.004048582995951417,Hillary Clinton Epstein Testimony,True
@TheSerfTimes,videos,132,1,0.004048582995951417,Political Podcasts and Commentary,True
@TheSerfTimes,videos,140,1,0.004048582995951417,Crypto and Politics Scandal,True
@TheSerfTimes,videos,142,2,0.008097165991902834,Transgender Athletes in Women's Sports,True
@TheSerfTimes,videos,147,2,0.008097165991902834,SPLC Indictment and Hate Groups,True
@TheSerfTimes,videos,156,2,0.008097165991902834,Kamala Harris 2028 Election Speculation,True
@TheSerfTimes,videos,171,2,0.008097165991902834,Andrew Tate Arrest and Legal Issues,True
@TheSerfTimes,videos,175,9,0.03643724696356275,Asmongold controversy and bans,False
@TheSerfTimes,videos,177,6,0.024291497975708502,Alex Jones and InfoWars political controversy,True
@TheSerfTimes,videos,178,1,0.004048582995951417,CNN and Political Conflict,True
@TheSerfTimes,videos,181,1,0.004048582995951417,Bari Weiss and CBS News Controversy,True
@TheSerfTimes,videos,184,1,0.004048582995951417,Housing Policy and Politics,True
@TheSerfTimes,videos,187,9,0.03643724696356275,Comedy and Cultural Debate,True
@TheSerfTimes,videos,191,1,0.004048582995951417,Political Commentary and Interviews,True
@TheSerfTimes,videos,193,1,0.004048582995951417,DSA and Democratic Party Conflict,True
@TheSerfTimes,videos,195,1,0.004048582995951417,Trump and Natalie Harp Connection,True
@TheSerfTimes,videos,197,1,0.004048582995951417,Marijuana Policy and Politics,True
@TheSerfTimes,videos,198,2,0.008097165991902834,Woke Culture and Political Discourse,True
@TheSerfTimes,videos,204,1,0.004048582995951417,Political Talk Show Drama,True
@TheSerfTimes,videos,205,5,0.020242914979757085,Nick Fuentes and Political Controversies,True
@TheSerfTimes,videos,206,1,0.004048582995951417,FBI and Jan 6 Pipe Bomb Case,True
@TheSerfTimes,videos,207,1,0.004048582995951417,Jack Smith Testifies on Trump Investigations,True
@TheSerfTimes,videos,214,1,0.004048582995951417,John Fetterman and Democratic Party Issues,True
@TheSerfTimes,videos,215,3,0.012145748987854251,Dan Bongino's Political Outbursts,True
@TheSerfTimes,videos,220,2,0.008097165991902834,British Islamophobia and Political Tensions,True
@TheSerfTimes,videos,230,1,0.004048582995951417,Marjorie Taylor Greene Exposes Trump,True
@TheSerfTimes,videos,233,1,0.004048582995951417,MMA and Combat Sports,False
@TheSerfTimes,videos,234,2,0.008097165991902834,Antifa and Political Violence,True
@TheVaushPit,videos,0,6,0.01488833746898263,Iran War and Strait of Hormuz Tensions,True
@TheVaushPit,videos,1,55,0.13647642679900746,Shocking Events and Reactions,True
@TheVaushPit,videos,2,9,0.022332506203473945,Israel-Palestine Conflict Media,True
@TheVaushPit,videos,3,8,0.019851116625310174,ICE Protests and Shootings,True
@TheVaushPit,videos,4,2,0.004962779156327543,Ukraine-Russia War and Political Figures,True
@TheVaushPit,videos,5,3,0.007444168734491315,Trump Supreme Court Legal Issues,True
@TheVaushPit,videos,6,4,0.009925558312655087,Trump and China political relations,True
@TheVaushPit,videos,7,1,0.0024813895781637717,Trump vs Maduro Venezuela Conflict,True
@TheVaushPit,videos,8,3,0.007444168734491315,Epstein Files Political Connections,True
@TheVaushPit,videos,9,5,0.01240694789081886,AI and Political Concerns,True
@TheVaushPit,videos,10,12,0.02977667493796526,Zohran Mamdani and NYC Politics,True
@TheVaushPit,videos,11,6,0.01488833746898263,Hollywood and Oscars Politics,True
@TheVaushPit,videos,12,1,0.0024813895781637717,Canada-US Political Tensions,True
@TheVaushPit,videos,13,5,0.01240694789081886,Modern Women and Feminism Debate,True
@TheVaushPit,videos,14,1,0.0024813895781637717,Pete Hegseth and Iran War,True
@TheVaushPit,videos,16,2,0.004962779156327543,California Election Fraud Scandal,True
@TheVaushPit,videos,17,8,0.019851116625310174,2026 Midterm Election Predictions,True
@TheVaushPit,videos,18,1,0.0024813895781637717,Lindsay Clancy Murder Trial,False
@TheVaushPit,videos,19,4,0.009925558312655087,America's 250th Anniversary and Founding History,True
@TheVaushPit,videos,20,2,0.004962779156327543,Indian Politics and Parliament,True
@TheVaushPit,videos,22,2,0.004962779156327543,Christian Nationalism and Politics,True
@TheVaushPit,videos,23,2,0.004962779156327543,Tucker Carlson Political Commentary,True
@TheVaushPit,videos,24,3,0.007444168734491315,Trump Meltdowns and Collapses,True
@TheVaushPit,videos,25,3,0.007444168734491315,Immigration and Deportation Policies,True
@TheVaushPit,videos,27,1,0.0024813895781637717,Trump and Greenland politics,True
@TheVaushPit,videos,28,1,0.0024813895781637717,UK PM Keir Starmer Resignation Calls,True
@TheVaushPit,videos,29,2,0.004962779156327543,Cuba-US Political Tensions,True
@TheVaushPit,videos,31,1,0.0024813895781637717,Candace Owens and Erika Kirk Controversy,True
@TheVaushPit,videos,36,4,0.009925558312655087,JD Vance and Trump Political Conflict,True
@TheVaushPit,videos,39,5,0.01240694789081886,Trump and Rising Energy Prices,True
@TheVaushPit,videos,43,3,0.007444168734491315,Trump slush fund scandal,True
@TheVaushPit,videos,44,1,0.0024813895781637717,Trump State of the Union Address,True
@TheVaushPit,videos,45,2,0.004962779156327543,Kristi Noem Firing by Trump,True
@TheVaushPit,videos,46,5,0.01240694789081886,MAGA Movement Decline,True
